Pipeline_File,Reference_File,Status,Quarter,Excel_Column,Column_Code,Section,Category,Metric,Column_Description,Pipeline_Value,Reference_Value,Difference,Source_File,Source_Value,Pipeline_Correct,Reference_Correct,Verification_Note
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,101,SWEPENFND.EQUITYFUND.TOTAL.NETASSETPERC.Q,Equity funds,TOTAL,Net assets %,Equity funds: TOTAL: Net assets %,,100.0,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,112,SWEPENFND.BALANCFUND.SWEHOUSEHOLD.NETSAVINGSUM.Q,Balanced funds,Swedish households,Net savings sum,"Balanced funds: Swedish households, direct inv.: Net savings sum",,-1024.35,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,113,SWEPENFND.BALANCFUND.ISK.NETSAVINGSUM.Q,Balanced funds,ISK,Net savings sum,Balanced funds: ISK (Investment Savings Account): Net savings sum,,71.1499999999996,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,114,SWEPENFND.BALANCFUND.IPS.NETSAVINGSUM.Q,Balanced funds,IPS,Net savings sum,Balanced funds: IPS (Individual Pension Saving): Net savings sum,,-202.73,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,115,SWEPENFND.BALANCFUND.UNITLINK.NETSAVINGSUM.Q,Balanced funds,Unit linked,Net savings sum,Balanced funds: Unit linked: Net savings sum,,-2287.96,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,116,SWEPENFND.BALANCFUND.PREMPENSSAVING.NETSAVINGSUM.Q,Balanced funds,Premium Pension,Net savings sum,Balanced funds: Premium Pension Savings: Net savings sum,,-3048.73,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,117,SWEPENFND.BALANCFUND.NOMIEEACC.NETSAVINGSUM.Q,Balanced funds,Nominee Accounts,Net savings sum,Balanced funds: Nominee Accounts: Net savings sum,,-345.5,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,118,SWEPENFND.BALANCFUND.NONPROFINST.NETSAVINGSUM.Q,Balanced funds,Non profit inst.,Net savings sum,Balanced funds: Non profit institutions serving households: Net savings sum,,107.09,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,119,SWEPENFND.BALANCFUND.SWECORP.NETSAVINGSUM.Q,Balanced funds,Swedish corporations,Net savings sum,Balanced funds: Swedish corporations: Net savings sum,,-432.839999999998,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,120,SWEPENFND.BALANCFUND.OTHER.NETSAVINGSUM.Q,Balanced funds,Others,Net savings sum,Balanced funds: Others: Net savings sum,,-635.65,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,121,SWEPENFND.BALANCFUND.TOTAL.NETSAVINGSUM.Q,Balanced funds,TOTAL,Net savings sum,Balanced funds: TOTAL: Net savings sum,,-7799.52,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,122,SWEPENFND.BALANCFUND.SWEHOUSEHOLD.NETSAVINGPERC.Q,Balanced funds,Swedish households,Net savings %,"Balanced funds: Swedish households, direct inv.: Net savings %",,13.1335005231091,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,123,SWEPENFND.BALANCFUND.ISK.NETSAVINGPERC.Q,Balanced funds,ISK,Net savings %,Balanced funds: ISK (Investment Savings Account): Net savings %,,-0.912235624756391,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,124,SWEPENFND.BALANCFUND.IPS.NETSAVINGPERC.Q,Balanced funds,IPS,Net savings %,Balanced funds: IPS (Individual Pension Saving): Net savings %,,2.5992625187191,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,125,SWEPENFND.BALANCFUND.UNITLINK.NETSAVINGPERC.Q,Balanced funds,Unit linked,Net savings %,Balanced funds: Unit linked: Net savings %,,29.3346257205572,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,126,SWEPENFND.BALANCFUND.PREMPENSSAVING.NETSAVINGPERC.Q,Balanced funds,Premium Pension,Net savings %,Balanced funds: Premium Pension Savings: Net savings %,,39.0886875089749,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,127,SWEPENFND.BALANCFUND.NOMIEEACC.NETSAVINGPERC.Q,Balanced funds,Nominee Accounts,Net savings %,Balanced funds: Nominee Accounts: Net savings %,,4.42975978008903,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,128,SWEPENFND.BALANCFUND.NONPROFINST.NETSAVINGPERC.Q,Balanced funds,Non profit inst.,Net savings %,Balanced funds: Non profit institutions serving households: Net savings %,,-1.37303321230024,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,129,SWEPENFND.BALANCFUND.SWECORP.NETSAVINGPERC.Q,Balanced funds,Swedish corporations,Net savings %,Balanced funds: Swedish corporations: Net savings %,,5.54957228137114,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,130,SWEPENFND.BALANCFUND.OTHER.NETSAVINGPERC.Q,Balanced funds,Others,Net savings %,Balanced funds: Others: Net savings %,,8.14986050423616,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,131,SWEPENFND.BALANCFUND.TOTAL.NETSAVINGPERC.Q,Balanced funds,TOTAL,Net savings %,Balanced funds: TOTAL: Net savings %,,100.0,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,132,SWEPENFND.BALANCFUND.SWEHOUSEHOLD.NETASSET.Q,Balanced funds,Swedish households,Net assets,"Balanced funds: Swedish households, direct inv.: Net assets",,94141.2,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,133,SWEPENFND.BALANCFUND.ISK.NETASSET.Q,Balanced funds,ISK,Net assets,Balanced funds: ISK (Investment Savings Account): Net assets,,274459.68,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,134,SWEPENFND.BALANCFUND.IPS.NETASSET.Q,Balanced funds,IPS,Net assets,Balanced funds: IPS (Individual Pension Saving): Net assets,,62954.01,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,135,SWEPENFND.BALANCFUND.UNITLINK.NETASSET.Q,Balanced funds,Unit linked,Net assets,Balanced funds: Unit linked: Net assets,,499253.26,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,136,SWEPENFND.BALANCFUND.PREMPENSSAVING.NETASSET.Q,Balanced funds,Premium Pension,Net assets,Balanced funds: Premium Pension Savings: Net assets,,401922.78,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,137,SWEPENFND.BALANCFUND.NOMIEEACC.NETASSET.Q,Balanced funds,Nominee Accounts,Net assets,Balanced funds: Nominee Accounts: Net assets,,102844.51,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,138,SWEPENFND.BALANCFUND.NONPROFINST.NETASSET.Q,Balanced funds,Non profit inst.,Net assets,Balanced funds: Non profit institutions serving households: Net assets,,38550.55,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,139,SWEPENFND.BALANCFUND.SWECORP.NETASSET.Q,Balanced funds,Swedish corporations,Net assets,Balanced funds: Swedish corporations: Net assets,,47311.7900000001,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,140,SWEPENFND.BALANCFUND.OTHER.NETASSET.Q,Balanced funds,Others,Net assets,Balanced funds: Others: Net assets,,15484.61,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,141,SWEPENFND.BALANCFUND.TOTAL.NETASSET.Q,Balanced funds,TOTAL,Net assets,Balanced funds: TOTAL: Net assets,,1536922.39,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,142,SWEPENFND.BALANCFUND.SWEHOUSEHOLD.NETASSETPERC.Q,Balanced funds,Swedish households,Net assets %,"Balanced funds: Swedish households, direct inv.: Net assets %",,6.12530604099014,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,143,SWEPENFND.BALANCFUND.ISK.NETASSETPERC.Q,Balanced funds,ISK,Net assets %,Balanced funds: ISK (Investment Savings Account): Net assets %,,17.8577449184015,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,144,SWEPENFND.BALANCFUND.IPS.NETASSETPERC.Q,Balanced funds,IPS,Net assets %,Balanced funds: IPS (Individual Pension Saving): Net assets %,,4.09610858749998,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,145,SWEPENFND.BALANCFUND.UNITLINK.NETASSETPERC.Q,Balanced funds,Unit linked,Net assets %,Balanced funds: Unit linked: Net assets %,,32.4839603644527,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,146,SWEPENFND.BALANCFUND.PREMPENSSAVING.NETASSETPERC.Q,Balanced funds,Premium Pension,Net assets %,Balanced funds: Premium Pension Savings: Net assets %,,26.1511435200056,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,147,SWEPENFND.BALANCFUND.NOMIEEACC.NETASSETPERC.Q,Balanced funds,Nominee Accounts,Net assets %,Balanced funds: Nominee Accounts: Net assets %,,6.69158772551944,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,148,SWEPENFND.BALANCFUND.NONPROFINST.NETASSETPERC.Q,Balanced funds,Non profit inst.,Net assets %,Balanced funds: Non profit institutions serving households: Net assets %,,2.50829516511891,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,149,SWEPENFND.BALANCFUND.SWECORP.NETASSETPERC.Q,Balanced funds,Swedish corporations,Net assets %,Balanced funds: Swedish corporations: Net assets %,,3.07834607055208,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,150,SWEPENFND.BALANCFUND.OTHER.NETASSETPERC.Q,Balanced funds,Others,Net assets %,Balanced funds: Others: Net assets %,,1.00750760745961,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,151,SWEPENFND.BALANCFUND.TOTAL.NETASSETPERC.Q,Balanced funds,TOTAL,Net assets %,Balanced funds: TOTAL: Net assets %,,100.0,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,162,SWEPENFND.LONGTERM.SWEHOUSEHOLD.NETSAVINGSUM.Q,Long term fixed income,Swedish households,Net savings sum,"Long term fixed income funds: Swedish households, direct inv.: Net savings sum",,390.27,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,163,SWEPENFND.LONGTERM.ISK.NETSAVINGSUM.Q,Long term fixed income,ISK,Net savings sum,Long term fixed income funds: ISK (Investment Savings Account): Net savings sum,,1680.87,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,164,SWEPENFND.LONGTERM.IPS.NETSAVINGSUM.Q,Long term fixed income,IPS,Net savings sum,Long term fixed income funds: IPS (Individual Pension Saving): Net savings sum,,-59.9,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,165,SWEPENFND.LONGTERM.UNITLINK.NETSAVINGSUM.Q,Long term fixed income,Unit linked,Net savings sum,Long term fixed income funds: Unit linked: Net savings sum,,4599.73,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,166,SWEPENFND.LONGTERM.PREMPENSSAVING.NETSAVINGSUM.Q,Long term fixed income,Premium Pension,Net savings sum,Long term fixed income funds: Premium Pension Savings: Net savings sum,,-2129.56,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,167,SWEPENFND.LONGTERM.NOMIEEACC.NETSAVINGSUM.Q,Long term fixed income,Nominee Accounts,Net savings sum,Long term fixed income funds: Nominee Accounts: Net savings sum,,-1226.1,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,168,SWEPENFND.LONGTERM.NONPROFINST.NETSAVINGSUM.Q,Long term fixed income,Non profit inst.,Net savings sum,Long term fixed income funds: Non profit institutions serving households: Net savings sum,,614.16,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,169,SWEPENFND.LONGTERM.SWECORP.NETSAVINGSUM.Q,Long term fixed income,Swedish corporations,Net savings sum,Long term fixed income funds: Swedish corporations: Net savings sum,,4184.94,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,170,SWEPENFND.LONGTERM.OTHER.NETSAVINGSUM.Q,Long term fixed income,Others,Net savings sum,Long term fixed income funds: Others: Net savings sum,,2313.61,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,171,SWEPENFND.LONGTERM.TOTAL.NETSAVINGSUM.Q,Long term fixed income,TOTAL,Net savings sum,Long term fixed income funds: TOTAL: Net savings sum,,10368.02,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,172,SWEPENFND.LONGTERM.SWEHOUSEHOLD.NETSAVINGPERC.Q,Long term fixed income,Swedish households,Net savings %,"Long term fixed income funds: Swedish households, direct inv.: Net savings %",,3.76417097960845,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,173,SWEPENFND.LONGTERM.ISK.NETSAVINGPERC.Q,Long term fixed income,ISK,Net savings %,Long term fixed income funds: ISK (Investment Savings Account): Net savings %,,16.2120636341365,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,174,SWEPENFND.LONGTERM.IPS.NETSAVINGPERC.Q,Long term fixed income,IPS,Net savings %,Long term fixed income funds: IPS (Individual Pension Saving): Net savings %,,-0.577738083066969,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,175,SWEPENFND.LONGTERM.UNITLINK.NETSAVINGPERC.Q,Long term fixed income,Unit linked,Net savings %,Long term fixed income funds: Unit linked: Net savings %,,44.3645942041007,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,176,SWEPENFND.LONGTERM.PREMPENSSAVING.NETSAVINGPERC.Q,Long term fixed income,Premium Pension,Net savings %,Long term fixed income funds: Premium Pension Savings: Net savings %,,-20.5396980329899,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,177,SWEPENFND.LONGTERM.NOMIEEACC.NETSAVINGPERC.Q,Long term fixed income,Nominee Accounts,Net savings %,Long term fixed income funds: Nominee Accounts: Net savings %,,-11.8257873730953,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,178,SWEPENFND.LONGTERM.NONPROFINST.NETSAVINGPERC.Q,Long term fixed income,Non profit inst.,Net savings %,Long term fixed income funds: Non profit institutions serving households: Net savings %,,5.92359968441419,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,179,SWEPENFND.LONGTERM.SWECORP.NETSAVINGPERC.Q,Long term fixed income,Swedish corporations,Net savings %,Long term fixed income funds: Swedish corporations: Net savings %,,40.3639267671166,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,180,SWEPENFND.LONGTERM.OTHER.NETSAVINGPERC.Q,Long term fixed income,Others,Net savings %,Long term fixed income funds: Others: Net savings %,,22.3148682197758,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,181,SWEPENFND.LONGTERM.TOTAL.NETSAVINGPERC.Q,Long term fixed income,TOTAL,Net savings %,Long term fixed income funds: TOTAL: Net savings %,,100.0,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,182,SWEPENFND.LONGTERM.SWEHOUSEHOLD.NETASSET.Q,Long term fixed income,Swedish households,Net assets,"Long term fixed income funds: Swedish households, direct inv.: Net assets",,24040.18,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,183,SWEPENFND.LONGTERM.ISK.NETASSET.Q,Long term fixed income,ISK,Net assets,Long term fixed income funds: ISK (Investment Savings Account): Net assets,,57805.97,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,184,SWEPENFND.LONGTERM.IPS.NETASSET.Q,Long term fixed income,IPS,Net assets,Long term fixed income funds: IPS (Individual Pension Saving): Net assets,,1850.61,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,185,SWEPENFND.LONGTERM.UNITLINK.NETASSET.Q,Long term fixed income,Unit linked,Net assets,Long term fixed income funds: Unit linked: Net assets,,100591.78,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,186,SWEPENFND.LONGTERM.PREMPENSSAVING.NETASSET.Q,Long term fixed income,Premium Pension,Net assets,Long term fixed income funds: Premium Pension Savings: Net assets,,130784.93,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,187,SWEPENFND.LONGTERM.NOMIEEACC.NETASSET.Q,Long term fixed income,Nominee Accounts,Net assets,Long term fixed income funds: Nominee Accounts: Net assets,,77786.03,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,188,SWEPENFND.LONGTERM.NONPROFINST.NETASSET.Q,Long term fixed income,Non profit inst.,Net assets,Long term fixed income funds: Non profit institutions serving households: Net assets,,25964.19,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,189,SWEPENFND.LONGTERM.SWECORP.NETASSET.Q,Long term fixed income,Swedish corporations,Net assets,Long term fixed income funds: Swedish corporations: Net assets,,165343.96,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,190,SWEPENFND.LONGTERM.OTHER.NETASSET.Q,Long term fixed income,Others,Net assets,Long term fixed income funds: Others: Net assets,,50489.83,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,191,SWEPENFND.LONGTERM.TOTAL.NETASSET.Q,Long term fixed income,TOTAL,Net assets,Long term fixed income funds: TOTAL: Net assets,,634657.48,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,192,SWEPENFND.LONGTERM.SWEHOUSEHOLD.NETASSETPERC.Q,Long term fixed income,Swedish households,Net assets %,"Long term fixed income funds: Swedish households, direct inv.: Net assets %",,3.78789831642731,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,193,SWEPENFND.LONGTERM.ISK.NETASSETPERC.Q,Long term fixed income,ISK,Net assets %,Long term fixed income funds: ISK (Investment Savings Account): Net assets %,,9.10821534790703,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,194,SWEPENFND.LONGTERM.IPS.NETASSETPERC.Q,Long term fixed income,IPS,Net assets %,Long term fixed income funds: IPS (Individual Pension Saving): Net assets %,,0.291591930815973,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,195,SWEPENFND.LONGTERM.UNITLINK.NETASSETPERC.Q,Long term fixed income,Unit linked,Net assets %,Long term fixed income funds: Unit linked: Net assets %,,15.8497745902246,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,196,SWEPENFND.LONGTERM.PREMPENSSAVING.NETASSETPERC.Q,Long term fixed income,Premium Pension,Net assets %,Long term fixed income funds: Premium Pension Savings: Net assets %,,20.6071675071095,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,197,SWEPENFND.LONGTERM.NOMIEEACC.NETASSETPERC.Q,Long term fixed income,Nominee Accounts,Net assets %,Long term fixed income funds: Nominee Accounts: Net assets %,,12.2563796144024,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,198,SWEPENFND.LONGTERM.NONPROFINST.NETASSETPERC.Q,Long term fixed income,Non profit inst.,Net assets %,Long term fixed income funds: Non profit institutions serving households: Net assets %,,4.0910555406989,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,199,SWEPENFND.LONGTERM.SWECORP.NETASSETPERC.Q,Long term fixed income,Swedish corporations,Net assets %,Long term fixed income funds: Swedish corporations: Net assets %,,26.0524716418689,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,200,SWEPENFND.LONGTERM.OTHER.NETASSETPERC.Q,Long term fixed income,Others,Net assets %,Long term fixed income funds: Others: Net assets %,,7.95544551054531,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,201,SWEPENFND.LONGTERM.TOTAL.NETASSETPERC.Q,Long term fixed income,TOTAL,Net assets %,Long term fixed income funds: TOTAL: Net assets %,,100.0,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,212,SWEPENFND.SHORTTERM.SWEHOUSEHOLD.NETSAVINGSUM.Q,Short term fixed income,Swedish households,Net savings sum,"Short term fixed income funds: Swedish households, direct inv.: Net savings sum",,-875.87,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,213,SWEPENFND.SHORTTERM.ISK.NETSAVINGSUM.Q,Short term fixed income,ISK,Net savings sum,Short term fixed income funds: ISK (Investment Savings Account): Net savings sum,,-90.78,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,214,SWEPENFND.SHORTTERM.IPS.NETSAVINGSUM.Q,Short term fixed income,IPS,Net savings sum,Short term fixed income funds: IPS (Individual Pension Saving): Net savings sum,,-61.5,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,215,SWEPENFND.SHORTTERM.UNITLINK.NETSAVINGSUM.Q,Short term fixed income,Unit linked,Net savings sum,Short term fixed income funds: Unit linked: Net savings sum,,-2558.44,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,216,SWEPENFND.SHORTTERM.PREMPENSSAVING.NETSAVINGSUM.Q,Short term fixed income,Premium Pension,Net savings sum,Short term fixed income funds: Premium Pension Savings: Net savings sum,,-1391.51,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,217,SWEPENFND.SHORTTERM.NOMIEEACC.NETSAVINGSUM.Q,Short term fixed income,Nominee Accounts,Net savings sum,Short term fixed income funds: Nominee Accounts: Net savings sum,,-3375.92,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,218,SWEPENFND.SHORTTERM.NONPROFINST.NETSAVINGSUM.Q,Short term fixed income,Non profit inst.,Net savings sum,Short term fixed income funds: Non profit institutions serving households: Net savings sum,,-306.15,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,219,SWEPENFND.SHORTTERM.SWECORP.NETSAVINGSUM.Q,Short term fixed income,Swedish corporations,Net savings sum,Short term fixed income funds: Swedish corporations: Net savings sum,,-674.699999999995,,fund-saving-by-category-2024.xlsx,,,,
SIFA_DATA.csv,SIFA_DATA_20250212.xlsx,MISSING,2024-Q3,220,SWEPENFND.SHORTTERM.OTHER.NETSAVINGSUM.Q,Short term fixed income,Others,Net savings sum,Short term fixed income funds: Others: Net savings sum,,-623.56,,fund-saving-by-category-2024.xlsx,,,,
